-2.66619,-2.66619
-2.66617,-2.66617
-2.66616,-2.66616
-2.66624,-2.66624
-2.66623,-2.66623
-2.66622,-2.66622
-2.66621,-2.66621
-2.6662,-2.6662
-2.66627,-2.66627
-2.66625,-2.66625
-2.66624,-2.66624
-2.66622,-2.66622
-2.66621,-2.66621
-2.66627,-2.66627
-2.66626,-2.66626
-2.66624,-2.66624
-2.66623,-2.66623
-2.6662,-2.6662
-2.66627,-2.66627
-2.66625,-2.66625
-2.66624,-2.66624
-2.66622,-2.66622
-2.66628,-2.66628
-2.66627,-2.66627
-2.66625,-2.66625
-2.66624,-2.66624
-2.66623,-2.66623
-2.66629,-2.66629
-2.66628,-2.66628
-2.66627,-2.66627
-2.66626,-2.66626
-2.66625,-2.66625
-2.66631,-2.66631
-2.66629,-2.66629
-2.66628,-2.66628
-2.66628,-2.66628
-2.66627,-2.66627
-2.66633,-2.66633
-2.66632,-2.66632
-2.66631,-2.66631
-2.66631,-2.66631
-2.6663,-2.6663
-2.66636,-2.66636
-2.66635,-2.66635
-2.66635,-2.66635
-2.66634,-2.66634
-2.66634,-2.66634
-2.66639,-2.66639
-2.66639,-2.66639
-2.66638,-2.66638
-2.66638,-2.66638
-2.66637,-2.66637
-2.66643,-2.66643
-2.66643,-2.66643
-2.66642,-2.66642
-2.66642,-2.66642
-2.66642,-2.66642
-2.66647,-2.66647
-2.66647,-2.66647
-2.66647,-2.66647
-2.66646,-2.66646
-2.66646,-2.66646
-2.66651,-2.66651
-2.66651,-2.66651
-2.66651,-2.66651
-2.66651,-2.66651
-2.66651,-2.66651
-2.66656,-2.66656
-2.66655,-2.66655
-2.66655,-2.66655
-2.66654,-2.66654
-2.66653,-2.66653
-2.66659,-2.66659
-2.66658,-2.66658
-2.66658,-2.66658
-2.66657,-2.66657
-2.66657,-2.66657
-2.66662,-2.66662
-2.66662,-2.66662
-2.66661,-2.66661
-2.66661,-2.66661
-2.66661,-2.66661
-2.66666,-2.66666
-2.66666,-2.66666
-2.66666,-2.66666
-2.66665,-2.66665
-2.66665,-2.66665
-2.6667,-2.6667
-2.66669,-2.66669
-2.66669,-2.66669
-2.66668,-2.66668
-2.66668,-2.66668
-2.66672,-2.66672
-2.66672,-2.66672
-2.66671,-2.66671
-2.6667,-2.6667
-2.66669,-2.66669
-2.66674,-2.66674
-2.66673,-2.66673
-2.66672,-2.66672
-2.6667,-2.6667
-2.66669,-2.66669
-2.66673,-2.66673
